game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views,game_name,links,global_sales
Wolfenstein: The New Order,2014-05-19,81,8.1,50,6623889,48835,2139,0,5890,23,1665,Action,M,20,3,0,250,53,53,132477.78,Wolfenstein: The New Order,http://www.vgchartz.com/game/72127/wolfenstein-the-new-order/,0.46
Alien: Isolation,2014-10-06,81,8.4,50,1521276,18541,242,0,4076,41,1611,Action Adventure,M,32,9,0,312,53,53,30425.52,Alien: Isolation,http://www.vgchartz.com/game/80561/alien-isolation/,0.14
Company of Heroes 2: Ardennes Assault,2014-11-17,81,6.1,34,241564,2534,173,0,626,38,67,Strategy,M,34,4,0,5,1,1,7104.82352941176,Company of Heroes 2,http://www.vgchartz.com/game/71198/company-of-heroes-2/,0.34
The Walking Dead: Season Two Episode 2 - A House Divided,2014-03-04,81,8.5,50,154395,1922,25,0,695,40,347,Action,M,31,9,0,37,10,10,3087.9,The Walking Dead: Season Two Episode 2 - A House Divided,http://www.vgchartz.com/gamedb/?name=The+Walking+Dead%3A+Season+Two+Episode+2+-+A+House+Divided,NA
Sid Meier's Civilization: Beyond Earth,2014-10-24,81,5.5,50,4015939,42420,994,0,11026,78,1032,Strategy,E10+,65,12,1,74,112,112,80318.78,Sid Meier's Civilization: Beyond Earth,http://www.vgchartz.com/game/81105/sid-meiers-civilization-beyond-earth/,0.38
Wasteland 2,2014-09-19,81,7.3,49,134611,1598,29,0,280,65,1173,Role-Playing,M,53,12,0,171,55,55,2747.16326530612,Wasteland 2,http://www.vgchartz.com/game/70888/wasteland-2/,0.12
Shadowrun: Dragonfall,2014-02-27,81,8.3,44,2066624,21065,500,0,2949,24,228,Role-Playing,NA,20,4,0,32,7,7,46968.7272727273,Shadowrun,http://www.vgchartz.com/game/13312/shadowrun/,0
Europa Universalis IV: Conquest of Paradise,2014-01-14,81,7.7,50,3377332,72972,1538,0,24508,8,52,Strategy,NA,5,3,0,2,5,5,67546.64,Europa Universalis IV,http://www.vgchartz.com/game/75717/europa-universalis-iv/,0
Company of Heroes 2: The Western Front Armies,2014-06-23,80,6.8,41,78623,2218,68,0,316,29,112,Strategy,M,26,3,0,19,3,3,1917.63414634146,Company of Heroes 2,http://www.vgchartz.com/game/71198/company-of-heroes-2/,0.34
Metal Gear Solid V: Ground Zeroes,2014-12-18,80,7.6,18,252726,8493,57,0,1008,20,417,Action Adventure,M,18,2,0,39,9,9,14040.3333333333,Metal Gear Solid V: Ground Zeroes,http://www.vgchartz.com/game/84747/metal-gear-solid-v-ground-zeroes/,0.01
Trials Fusion,2014-04-16,80,6.8,49,2914743,64216,1170,0,13349,12,96,Driving,E10+,11,1,0,4,4,4,59484.5510204082,Trials Fusion,http://www.vgchartz.com/game/73129/trials-fusion/,0.03
The Banner Saga,2014-01-14,80,7.9,49,246254,3093,120,0,924,74,670,Role-Playing,T,59,15,0,85,41,41,5025.59183673469,The Banner Saga,http://www.vgchartz.com/gamedb/?name=The+Banner+Saga,0
Elite: Dangerous,2014-12-16,80,6.4,46,1383030,18084,515,0,2620,54,1757,Sci-Fi,T,46,8,0,524,85,85,30065.8695652174,Elite: Dangerous,http://www.vgchartz.com/gamedb/?name=Elite%3A+Dangerous,0
Icewind Dale: Enhanced Edition,2014-10-30,80,7.2,49,30692,470,9,0,174,13,105,Role-Playing,NA,11,2,0,13,2,2,626.367346938776,Icewind Dale: Enhanced Edition,http://www.vgchartz.com/gamedb/?name=Icewind+Dale%3A+Enhanced+Edition,NA
Far Cry 4,2014-11-18,80,6.7,50,134503,3744,64,0,620,17,1085,Action,M,15,2,0,119,70,70,2690.06,Far Cry 4,http://www.vgchartz.com/game/80325/far-cry-4/,0.67
Super Time Force Ultra,2014-08-25,80,6.5,49,8919197,52753,1635,0,14217,9,42,Action,NA,8,1,0,6,0,0,182024.428571429,Super Time Force Ultra,http://www.vgchartz.com/gamedb/?name=Super+Time+Force+Ultra,NA
Luftrausers,2014-03-18,80,6.8,47,381719,5024,80,0,673,45,87,Action,E,35,10,0,5,7,7,8121.68085106383,Luftrausers,NA,NA
Age of Wonders III,2014-03-31,80,7.8,12,33041,413,5,0,88,35,556,Strategy,T,29,6,0,91,21,21,2753.41666666667,Age of Wonders,http://www.vgchartz.com/game/26245/age-of-wonders/,NA
Football Manager 2015,2014-11-07,80,6.1,25,1009091,6702,90,0,1555,36,153,Sports,NA,28,8,0,10,11,11,40363.64,Football Manager 2015,http://www.vgchartz.com/game/84791/football-manager-2015/,0.46
BioShock Infinite: Burial at Sea - Episode Two,2014-03-25,80,8.4,29,1041990,33948,555,0,4508,34,480,Action,M,25,8,1,43,10,10,35930.6896551724,BioShock Infinite,http://www.vgchartz.com/game/46735/bioshock-infinite/,0.67
ArcheAge,2014-09-16,80,3.6,24,191612,3498,76,0,445,11,748,Role-Playing,M,9,2,0,102,33,33,7983.83333333333,ArcheAge,http://www.vgchartz.com/gamedb/?name=ArcheAge,0
Dungeon of the Endless,2014-10-27,79,8,40,82159,1996,40,0,534,29,160,Strategy,NA,22,7,0,22,6,6,2053.975,Dungeon of the Endless,http://www.vgchartz.com/gamedb/?name=Dungeon+of+the+Endless,0
Valiant Hearts: The Great War,2014-06-25,79,8.5,50,228272,7240,102,0,1109,28,540,Action,T,21,7,0,63,11,11,4565.44,Valiant Hearts: The Great War,http://www.vgchartz.com/gamedb/?name=Valiant+Hearts%3A+The+Great+War,0
Geometry Wars 3: Dimensions,2014-11-25,79,6.2,40,9129043,149436,4810,0,13146,9,35,Action,E,7,2,0,2,1,1,228226.075,Geometry Wars 3: Dimensions,http://www.vgchartz.com/gamedb/?name=Geometry+Wars+3%3A+Dimensions,0
Resident Evil 4: Ultimate HD Edition,2014-02-27,79,7.8,15,38618,649,39,0,151,33,247,Action Adventure,M,25,8,0,16,11,11,2574.53333333333,Resident Evil 4,http://www.vgchartz.com/game/70995/resident-evil-4/,0.03
The Last Door,2014-05-20,79,7.5,50,379032,13856,112,0,2039,10,32,Adventure,NA,8,2,0,5,1,1,7580.64,The Last Door,http://www.vgchartz.com/gamedb/?name=The+Last+Door,0
The Journey Down: Chapter Two,2014-08-25,78,7.1,47,393429,4753,109,0,685,11,18,Adventure,NA,9,2,0,1,0,0,8370.82978723404,The Journey Down: Chapter Two,http://www.vgchartz.com/gamedb/?name=The+Journey+Down%3A+Chapter+Two,NA
DeadCore,2014-10-17,78,6.8,49,1007590,25965,358,0,3083,11,37,Action,T,9,2,0,9,2,2,20563.0612244898,DeadCore,http://www.vgchartz.com/gamedb/?name=DeadCore,NA
Call of Duty: Advanced Warfare,2014-11-03,78,4.5,13,96250,717,32,0,236,18,1138,Action,M,15,2,1,77,41,41,7403.84615384615,Call of Duty: Advanced Warfare,http://www.vgchartz.com/game/81796/call-of-duty-advanced-warfare/,0.43
LISA,2014-12-15,78,8.6,15,325842,1845,161,0,545,7,56,Action,M,5,2,0,8,2,2,21722.8,LISA,NA,NA
OlliOlli,2014-07-22,78,6.7,31,181469,1728,105,0,611,12,26,Sports,E,8,4,0,2,2,2,5853.83870967742,OlliOlli,http://www.vgchartz.com/gamedb/?name=OlliOlli,0
Strider,2014-02-19,78,7.4,50,830150,5300,174,0,1096,10,96,Action Adventure,E10+,6,4,0,12,4,4,16603,Strider,http://www.vgchartz.com/gamedb/?name=Strider,0
So Many Me,2014-07-17,78,7,9,30331,633,3,0,122,7,21,Miscellaneous,RP,6,1,0,6,0,0,3370.11111111111,So Many Me,http://www.vgchartz.com/gamedb/?name=So+Many+Me,0
GRID Autosport,2014-06-26,78,6.2,46,152684,4509,61,0,647,35,258,Driving,E,24,11,0,24,14,14,3319.21739130435,GRID Autosport,http://www.vgchartz.com/game/81395/grid-autosport/,0.03
The Walking Dead: Season Two Episode 4 - Amid the Ruins,2014-07-22,78,8,50,318214,7387,172,0,1387,39,231,Action,M,28,11,0,14,5,5,6364.28,The Walking Dead: Season Two Episode 4 - Amid the Ruins,http://www.vgchartz.com/gamedb/?name=The+Walking+Dead%3A+Season+Two+Episode+4+-+Amid+the+Ruins,NA
Plants vs Zombies: Garden Warfare,2014-06-24,78,7.8,35,945517,8755,379,0,2413,11,188,Action,E10+,9,2,0,20,9,9,27014.7714285714,Plants vs Zombies: Garden Warfare,http://www.vgchartz.com/gamedb/?name=Plants+vs+Zombies%3A+Garden+Warfare,0.02
Wargame: Red Dragon,2014-04-17,78,8,49,246512,7181,226,0,1338,19,172,Strategy,NA,15,3,1,27,5,5,5030.85714285714,Wargame: Red Dragon,http://www.vgchartz.com/gamedb/?name=Wargame%3A+Red+Dragon,0
Joe Dever's Lone Wolf HD Remastered,2014-11-27,78,6.8,50,1373240,28069,763,0,3686,13,18,Adventure,NA,11,2,0,3,1,1,27464.8,Joe Dever's Lone Wolf HD Remastered,http://www.vgchartz.com/gamedb/?name=Joe+Dever's+Lone+Wolf+HD+Remastered,NA
Five Nights at Freddy's,2014-08-19,78,7,48,296289,3105,196,0,704,8,393,Action Adventure,NA,5,3,0,73,27,27,6172.6875,Five Nights at Freddy's,http://www.vgchartz.com/gamedb/?name=Five+Nights+at+Freddy's,0
Sherlock Holmes: Crimes & Punishments,2014-09-30,77,7.7,50,5799408,131863,1835,0,13359,32,191,Adventure,M,20,12,0,18,6,6,115988.16,Sherlock Holmes: Crimes & Punishments,http://www.vgchartz.com/game/71902/sherlock-holmes-crimes-amp-punishments/,0.05
Mini Metro,2014-08-11,77,8,47,1020487,10912,317,0,2341,8,42,Strategy,NA,6,2,0,7,1,1,21712.4893617021,Mini Metro,http://www.vgchartz.com/gamedb/?name=Mini+Metro,NA
The Incredible Adventures of Van Helsing II,2014-05-22,77,7.6,14,510192,3496,74,0,1050,36,228,Role-Playing,T,24,12,0,25,13,13,36442.2857142857,The Incredible Adventures of Van Helsing II,http://www.vgchartz.com/gamedb/?name=The+Incredible+Adventures+of+Van+Helsing+II,0
Child of Light,2014-04-30,77,8.1,45,238904,2031,86,0,341,16,483,Action,E10+,11,5,0,58,19,19,5308.97777777778,Child of Light,http://www.vgchartz.com/game/75705/child-of-light/,0.01
Grand Theft Auto V,2015-04-14,96,7.9,50,214903,7014,38,0,665,57,3875,Modern,M,56,1,0,359,92,92,4298.06,Grand Theft Auto V,http://www.vgchartz.com/game/83197/grand-theft-auto-v/,1.27
The Witcher 3: Wild Hunt,2015-05-18,93,9.3,46,340470,2391,51,0,838,32,10831,Role-Playing,M,32,0,0,954,78,78,7401.52173913043,The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Undertale,2015-09-15,92,7.9,47,2376709,24530,1084,0,6112,43,3412,Role-Playing,NA,40,3,0,684,62,62,50568.2765957447,Undertale,http://www.vgchartz.com/gamedb/?name=Undertale,0
Metal Gear Solid V: The Phantom Pain,2015-09-01,91,7.7,50,5647408,204263,2525,0,20465,13,2002,Action Adventure,M,13,0,0,128,60,60,112948.16,Metal Gear Solid V: The Phantom Pain,http://www.vgchartz.com/game/85445/metal-gear-solid-v-the-phantom-pain/,0.09
The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-13,89,8.9,47,281247,3120,61,0,409,37,1886,Role-Playing,M,36,1,0,81,1,1,5983.97872340426,The Witcher 3: Wild Hunt,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/,0.81
Pillars of Eternity,2015-03-26,89,8.3,44,324666,3083,130,0,1736,71,2213,Role-Playing,M,70,1,0,315,77,77,7378.77272727273,Pillars of Eternity,http://www.vgchartz.com/game/72346/pillars-of-eternity/,0.02
Nuclear Throne,2015-12-05,88,7.6,48,1581083,8803,119,0,1369,14,157,Action,NA,14,0,0,18,8,8,32939.2291666667,Nuclear Throne,http://www.vgchartz.com/gamedb/?name=Nuclear+Throne,NA
Kerbal Space Program,2015-04-27,88,8.2,49,7546710,97958,2331,0,11590,24,511,Sci-Fi,NA,24,0,0,88,4,4,154014.489795918,Kerbal Space Program,http://www.vgchartz.com/gamedb/?name=Kerbal+Space+Program,0
Starcraft II: Legacy of the Void,2015-11-10,88,8.3,49,145342,4622,134,0,558,62,839,Real-Time Strategy,T,61,1,0,104,18,18,2966.16326530612,Starcraft II: Legacy of the Void,http://www.vgchartz.com/gamedb/?name=Starcraft+II%3A+Legacy+of+the+Void,0.56
Ori and the Blind Forest,2015-03-11,88,8.7,29,50276,1002,48,0,193,12,920,Action,E,12,0,0,115,13,13,1733.65517241379,Ori and the Blind Forest,http://www.vgchartz.com/game/82901/ori-and-the-blind-forest/,0.01
Oddworld: Abe's Oddysee - New 'n' Tasty,2015-02-25,87,7.8,44,532809,5998,162,0,1215,12,143,Action,T,12,0,0,9,2,2,12109.2954545455,Oddworld: Abe's Oddysee - New 'n' Tasty,http://www.vgchartz.com/gamedb/?name=Oddworld%3A+Abe's+Oddysee+-+New+'n'+Tasty,NA
Crypt of the NecroDancer,2015-04-23,87,7.7,45,577203,14091,363,0,4154,45,154,Action,NA,43,2,0,16,3,3,12826.7333333333,Crypt of the NecroDancer,http://www.vgchartz.com/gamedb/?name=Crypt+of+the+NecroDancer,0
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,2015-10-20,86,8.7,48,3257119,83179,691,0,11460,32,286,Adventure,NA,30,2,0,21,1,1,67856.6458333333,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,http://www.vgchartz.com/gamedb/?name=Tales+From+The+Borderlands%3A+Episode+5+-+The+Vault+of+the+Traveler,NA
Final Fantasy XIV: Heavensward,2015-06-23,86,7.7,36,578970,2123,219,0,1092,14,255,Massively Multiplayer Online,T,14,0,0,26,2,2,16082.5,Final Fantasy XIV: Heavensward,http://www.vgchartz.com/game/86058/final-fantasy-xiv-heavensward/,0.03
Her Story,2015-06-24,86,5.8,48,87443,2207,38,0,340,49,335,Adventure,NA,46,2,1,21,14,14,1821.72916666667,Her Story,NA,NA
Homeworld Remastered Collection,2015-02-25,86,8.2,50,4639451,128514,1554,0,46400,49,327,Miscellaneous,E10+,48,1,0,38,8,8,92789.02,Homeworld Remastered Collection,http://www.vgchartz.com/game/85082/homeworld-remastered-collection/,0.01
Heroes of the Storm,2015-06-02,86,6.6,50,247390,6090,217,0,826,57,1073,Action,T,54,3,0,127,59,59,4947.8,Heroes of the Storm,http://www.vgchartz.com/game/72328/heroes-of-the-storm/,0.01
DiRT Rally,2015-12-07,86,8.7,49,3203060,29995,1092,0,6160,33,293,Racing,E,33,0,0,38,5,5,65368.5714285714,DiRT Rally,http://www.vgchartz.com/game/85423/dirt-rally/,0.03
Rocket League,2015-07-05,86,8.2,45,1740095,18813,307,0,3514,20,604,Sports,E,17,3,0,90,6,6,38668.7777777778,Rocket League,http://www.vgchartz.com/game/85774/rocket-league/,0.12
Cities: Skylines,2015-03-10,85,8.9,21,277410,3311,54,0,735,60,1419,City Building,E,58,2,0,211,24,24,13210,Cities: Skylines,http://www.vgchartz.com/game/84637/cities-skylines/,0.14
Tales from the Borderlands: A Telltale Game Series,2015-10-20,85,8.5,20,174709,2101,249,0,1004,19,353,Adventure,M,18,1,0,36,1,1,8735.45,Tales from the Borderlands: A Telltale Game Series,http://www.vgchartz.com/gamedb/?name=Tales+from+the+Borderlands%3A+A+Telltale+Game+Series,NA
The Binding of Isaac: Afterbirth,2015-10-30,85,8.1,27,80079,1409,62,0,247,10,231,Action,M,9,1,0,16,3,3,2965.88888888889,The Binding of Isaac,http://www.vgchartz.com/game/70545/the-binding-of-isaac/,0.03
Chaos Reborn,2015-10-26,85,8.3,11,90759,2194,259,0,1039,10,51,Fantasy,NA,10,0,0,23,5,5,8250.81818181818,Chaos Reborn,http://www.vgchartz.com/gamedb/?name=Chaos+Reborn,0
System Shock: Enhanced Edition,2015-09-22,85,8.1,48,20242807,418219,8590,0,61290,9,29,Action Adventure,NA,8,1,0,3,1,1,421725.145833333,System Shock: Enhanced Edition,http://www.vgchartz.com/gamedb/?name=System+Shock%3A+Enhanced+Edition,NA
80 Days (2015),2015-09-29,84,6.5,36,2680563,15690,348,0,1853,8,15,Adventure,NA,7,1,0,1,0,0,74460.0833333333,80 Days (2015),http://www.vgchartz.com/gamedb/?name=80+Days+(2015),NA
Hearthstone: The Grand Tournament,2015-08-24,84,4.1,32,65284,1406,35,0,198,8,122,Strategy,NA,8,0,0,5,5,5,2040.125,Hearthstone: The Grand Tournament,http://www.vgchartz.com/gamedb/?name=Hearthstone%3A+The+Grand+Tournament,NA
SOMA,2015-09-22,84,8.3,41,144945,1028,20,0,342,68,795,Action Adventure,M,63,4,1,105,13,13,3535.24390243902,SOMA,NA,NA
Grim Fandango Remastered,2015-01-27,84,8,5,25964,112,26,0,36,38,278,Adventure,NA,34,4,0,26,10,10,5192.8,Grim Fandango Remastered,http://www.vgchartz.com/gamedb/?name=Grim+Fandango+Remastered,NA
Fallout 4,2015-11-09,84,5.4,24,71270,1795,34,0,431,38,7591,General,M,30,8,0,829,393,393,2969.58333333333,Fallout 4,http://www.vgchartz.com/game/85600/fallout-4/,1.38
Life is Strange,2015-10-20,83,8.6,50,5415166,65481,3779,0,34086,15,1679,Action Adventure,M,13,2,0,182,17,17,108303.32,Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
Project CARS,2015-05-06,83,7,42,5539418,61485,1008,0,8759,48,422,Driving,E,42,6,0,57,17,17,131890.904761905,Project CARS,http://www.vgchartz.com/game/73278/project-cars/,0.14
Helldivers,2015-12-07,83,6.8,50,23590636,110013,6071,0,20732,14,66,Action,T,13,1,0,7,0,0,471812.72,Helldivers,http://www.vgchartz.com/gamedb/?name=Helldivers,NA
Life is Strange: Episode 5 - Polarized,2015-10-20,83,8.4,44,103257,1955,38,0,502,8,314,Action Adventure,M,7,1,0,22,12,12,2346.75,Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
BROFORCE,2015-10-15,83,8,9,5575,124,2,0,37,32,181,Action,NA,30,2,0,21,3,3,619.444444444444,BROFORCE,NA,NA
"Invisible, Inc.",2015-05-12,82,7.9,40,11035855,141505,5341,0,50594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275896.375,"Invisible, Inc.",http://www.vgchartz.com/gamedb/?name=Invisible%2C+Inc.,0
Hearthstone: Blackrock Mountain,2015-04-02,82,6.1,50,2976737,43077,1114,0,4430,9,48,Strategy,NA,8,1,0,2,1,1,59534.74,Hearthstone: Blackrock Mountain,http://www.vgchartz.com/gamedb/?name=Hearthstone%3A+Blackrock+Mountain,NA
Hacknet,2015-08-12,82,7.6,21,5618422,75986,3314,0,35254,7,32,Miscellaneous,NA,6,1,0,2,4,4,267543.904761905,Hacknet,http://www.vgchartz.com/gamedb/?name=Hacknet,NA
King's Quest Chapter 1: A Knight to Remember,2015-07-28,82,7.2,49,250869,1449,112,0,190,23,92,Adventure,E10+,19,4,0,15,3,3,5119.77551020408,King's Quest Chapter 1: A Knight to Remember,http://www.vgchartz.com/gamedb/?name=King's+Quest+Chapter+1%3A+A+Knight+to+Remember,NA
Technobabylon,2015-05-21,82,7.8,30,74341,1988,41,0,650,26,56,Adventure,NA,24,2,0,8,2,2,2478.03333333333,Technobabylon,http://www.vgchartz.com/gamedb/?name=Technobabylon,NA
Resident Evil HD Remaster,2015-01-20,82,8.2,49,1653419,23340,398,0,2509,29,247,Action Adventure,M,24,5,0,27,4,4,33743.2448979592,Resident Evil HD Remaster,http://www.vgchartz.com/gamedb/?name=Resident+Evil+HD+Remaster,NA
OlliOlli2: Welcome to Olliwood,2015-08-11,82,5.4,48,2024435,17226,330,0,3363,16,32,Sports,NA,15,0,1,4,0,0,42175.7291666667,OlliOlli2: Welcome to Olliwood,http://www.vgchartz.com/gamedb/?name=OlliOlli2%3A+Welcome+to+Olliwood,NA
Shadowrun: Hong Kong,2015-08-20,81,7.7,36,1717011,15283,168,0,1975,28,176,Role-Playing,NA,25,3,0,17,8,8,47694.75,Shadowrun,http://www.vgchartz.com/game/13312/shadowrun/,0
Football Manager 2016,2015-11-13,81,7,49,8341627,169563,3227,0,114208,34,99,Sports,E,30,4,0,9,5,5,170237.285714286,Football Manager 2016,http://www.vgchartz.com/game/85988/football-manager-2016/,0.39
Downwell,2015-10-15,81,6.2,50,9909561,132358,6314,0,32781,20,89,Action,NA,16,4,0,4,0,0,198191.22,Downwell,http://www.vgchartz.com/gamedb/?name=Downwell,NA
Tales From The Borderlands: Episode 3 - Catch A Ride,2015-06-23,81,8.4,28,2414644,23015,268,0,2372,24,124,Adventure,M,18,6,0,11,0,0,86237.2857142857,Tales From The Borderlands: Episode 3 - Catch A Ride,http://www.vgchartz.com/gamedb/?name=Tales+From+The+Borderlands%3A+Episode+3+-+Catch+A+Ride,NA
Guild Wars 2: Heart of Thorns,2015-10-23,81,7.2,38,419440,2741,64,0,474,22,912,Role-Playing,T,19,3,0,317,29,29,11037.8947368421,Guild Wars 2,http://www.vgchartz.com/game/37350/guild-wars-2/,2.37
The Age of Decadence,2015-10-15,81,7.9,49,154436,4581,91,0,1454,17,182,Role-Playing,NA,13,4,0,31,5,5,3151.75510204082,The Age of Decadence,http://www.vgchartz.com/gamedb/?name=The+Age+of+Decadence,NA
Galactic Civilizations III,2015-05-14,81,6.5,45,149790,4027,85,0,1138,31,200,Strategy,NA,25,6,0,19,15,15,3328.66666666667,Galactic Civilizations III,http://www.vgchartz.com/game/80577/galactic-civilizations-iii/,0.01
Order of Battle: Pacific,2015-04-30,81,5.4,47,742253,5961,118,0,1563,12,40,Strategy,NA,11,1,0,7,0,0,15792.6170212766,Order of Battle: Pacific,http://www.vgchartz.com/gamedb/?name=Order+of+Battle%3A+Pacific,NA
World of Warships,2015-09-17,81,6.4,50,3419773,87952,750,0,8691,29,145,Action,T,27,2,0,15,4,4,68395.46,World of Warships,http://www.vgchartz.com/gamedb/?name=World+of+Warships,0
The Book of Unwritten Tales 2,2015-02-20,80,7.6,49,1546647,17096,561,0,2376,39,78,Adventure,T,34,4,1,11,1,1,31564.2244897959,The Book of Unwritten Tales,http://www.vgchartz.com/game/32485/the-book-of-unwritten-tales/,0.1
Lovers in a Dangerous Spacetime,2015-09-09,80,6.7,50,892023,12351,207,0,1683,16,21,Action,NA,15,1,0,1,0,0,17840.46,Lovers in a Dangerous Spacetime,http://www.vgchartz.com/gamedb/?name=Lovers+in+a+Dangerous+Spacetime,0
Westerado: Double Barreled,2015-04-16,80,7.3,50,2104860,50180,1005,0,28147,18,30,Action,NA,15,3,0,5,1,1,42097.2,Westerado: Double Barreled,http://www.vgchartz.com/gamedb/?name=Westerado%3A+Double+Barreled,NA
Volume,2015-08-18,80,7.3,49,1614635,14643,1340,0,5644,34,52,Action,T,29,5,0,5,1,1,32951.7346938776,Volume,http://www.vgchartz.com/gamedb/?name=Volume,0
Age of Wonders III - Eternal Lords,2015-04-14,80,8.4,2,8236759,6299,1830,0,1452,10,109,Strategy,NA,9,1,0,21,0,0,4118379.5,Age of Wonders,http://www.vgchartz.com/game/26245/age-of-wonders/,NA
Dariusburst: Chronicle Saviours,2015-12-03,80,8.4,50,1279373,21608,307,0,2097,9,12,Action,NA,7,2,0,1,0,0,25587.46,Dariusburst: Chronicle Saviours,http://www.vgchartz.com/gamedb/?name=Dariusburst%3A+Chronicle+Saviours,NA
Grandia II Anniversary Edition,2015-08-24,80,7.9,32,616397,6323,122,0,585,8,21,Role-Playing,T,6,2,0,2,0,0,19262.40625,Grandia II,http://www.vgchartz.com/game/15236/grandia-ii/,0
Dropsy,2015-09-10,80,7.1,49,1797925,35693,919,0,6978,28,41,Adventure,NA,23,5,0,6,0,0,36692.3469387755,Dropsy,http://www.vgchartz.com/gamedb/?name=Dropsy,NA
Company of Heroes 2: The British Forces,2015-09-03,80,5.9,49,1169268,27740,310,0,2785,14,51,Strategy,M,13,1,0,6,1,1,23862.612244898,Company of Heroes 2,http://www.vgchartz.com/game/71198/company-of-heroes-2/,0.34
Read Only Memories,2015-10-05,80,6,48,2297638,21718,465,0,2400,11,36,General,NA,8,3,0,7,0,0,47867.4583333333,Read Only Memories,http://www.vgchartz.com/gamedb/?name=Read+Only+Memories,0
Life is Strange: Episode 3 - Chaos Theory,2015-05-19,80,9,47,5108588,112625,1903,0,30394,8,207,Action Adventure,M,6,2,0,10,1,1,108693.361702128,Life is Strange,http://www.vgchartz.com/game/84061/life-is-strange/,0.05
The Legend of Heroes: Trails in the Sky SC,2015-10-29,80,8.6,50,5179701,125505,6151,0,23669,7,71,Console-style RPG,RP,6,1,0,4,0,0,103594.02,The Legend of Heroes: Trails in the Sky SC,http://www.vgchartz.com/gamedb/?name=The+Legend+of+Heroes%3A+Trails+in+the+Sky+SC,NA
Total War: Attila,2015-02-17,80,7.3,10,30222,459,2,0,77,66,530,Strategy,T,52,14,0,78,17,17,3022.2,Total War: Attila,http://www.vgchartz.com/game/84622/total-war-attila/,0.25
The Magic Circle,2015-07-09,79,7.4,37,163692,2873,203,0,976,18,27,Adventure,NA,14,4,0,3,3,3,4424.10810810811,The Magic Circle,http://www.vgchartz.com/gamedb/?name=The+Magic+Circle,NA
Stasis,2015-08-31,79,7.7,29,122302,1290,20,0,492,31,108,Miscellaneous,NA,23,8,0,11,5,5,4217.31034482759,Stasis,http://www.vgchartz.com/gamedb/?name=Stasis,0
Warhammer: End Times - Vermintide,2015-10-23,79,7.9,40,1688202,53994,773,0,2215,39,242,Action,M,30,9,0,37,10,10,42205.05,Warhammer: End Times - Vermintide,NA,NA
Else Heart.Break(),2015-09-24,79,7.7,49,6308558,85295,1871,0,16839,10,9,Role-Playing,NA,6,4,0,1,0,0,128746.081632653,Else Heart.Break(),http://www.vgchartz.com/gamedb/?name=Else+Heart.Break(),NA
Cities: Skylines - After Dark,2015-09-24,79,7.8,44,438883,13842,180,0,2349,15,76,Strategy,NA,9,6,0,5,2,2,9974.61363636364,Cities: Skylines,http://www.vgchartz.com/game/84637/cities-skylines/,0.14
Jotun,2015-09-29,79,7.2,49,1409556,30554,332,0,3016,28,43,Action,NA,23,5,0,3,0,0,28766.4489795918,Jotun,http://www.vgchartz.com/gamedb/?name=Jotun,NA
The Incredible Adventures of Van Helsing: Final Cut,2015-10-07,79,7.4,42,1829604,21677,1573,0,7043,10,33,Role-Playing,NA,8,2,0,3,1,1,43562,The Incredible Adventures of Van Helsing: Final Cut,http://www.vgchartz.com/gamedb/?name=The+Incredible+Adventures+of+Van+Helsing%3A+Final+Cut,NA
Sid Meier's Civilization: Beyond Earth - Rising Tide,2015-10-09,79,6,50,2878289,43759,784,0,7006,39,120,Strategy,E10+,29,10,0,11,2,2,57565.78,Sid Meier's Civilization: Beyond Earth,http://www.vgchartz.com/game/81105/sid-meiers-civilization-beyond-earth/,0.38
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015-08-18,79,8.4,32,165423,2010,86,0,571,27,113,Adventure,M,18,9,0,6,1,1,5169.46875,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,http://www.vgchartz.com/gamedb/?name=Tales+From+The+Borderlands%3A+Episode+4+-+Escape+Plan+Bravo,NA
Frozen Cortex,2015-02-19,79,6.5,39,208755,3290,84,0,583,11,29,General,NA,8,3,0,3,0,0,5352.69230769231,Frozen Cortex,http://www.vgchartz.com/gamedb/?name=Frozen+Cortex,NA
Tom Clancy's Rainbow Six Siege,2015-12-01,79,6.9,50,4658011,147446,4366,0,53845,37,775,Modern,M,29,8,0,114,37,37,93160.22,Tom Clancy's Rainbow Six Siege,http://www.vgchartz.com/gamedb/?name=Tom+Clancy's+Rainbow+Six+Siege,NA
